,popularity,artist_name,genres,artist_id,followers
197,74,Fivio Foreign,"['brooklyn drill', 'hip hop', 'new york drill', 'rap', 'trap']",14CHVeJGrR5xgUGQFV5BVM,"{'href': None, 'total': 1006146}"
198,74,Cavetown,"['bedroom pop', 'indie pop']",2hR4h1Cao2ueuI7Cx9c7V8,"{'href': None, 'total': 3384300}"
199,78,Banda MS de Sergio Lizárraga,"['banda', 'musica mexicana', 'norteno']",2C6i0I5RiGzDKN9IAF8reh,"{'href': None, 'total': 15755145}"
200,71,Bailey Zimmerman,['contemporary country'],3win9vGIxFfBRag9S63wwf,"{'href': None, 'total': 177227}"
211,74,Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",2gBjLmx6zQnFGQJCAQpRgw,"{'href': None, 'total': 2213895}"
221,76,Kesha,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",6LqNN22kT3074XbTVUrhzX,"{'href': None, 'total': 7432496}"
230,75,Jack Johnson,['neo mellow'],3GBPw9NK25X1Wt2OUvOwY3,"{'href': None, 'total': 3451101}"
250,74,Bruce Springsteen,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",3eqjTLE0HfPfh78zjh6TqT,"{'href': None, 'total': 5002015}"
251,75,Whitney Houston,"['dance pop', 'pop', 'urban contemporary']",6XpaIBNiVzIetEPCWDvAFP,"{'href': None, 'total': 8296952}"
252,76,U2,"['irish rock', 'permanent wave', 'rock']",51Blml2LZPmy7TTiAg47vQ,"{'href': None, 'total': 10112918}"
253,78,Bomba Estéreo,"['cumbia', 'latin alternative', 'pop electronico', 'tropical alternativo']",5n9bMYfz9qss2VOW89EVs2,"{'href': None, 'total': 979851}"
254,74,Meghan Trainor,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",6JL8zeS1NmiOftqZTRgdTz,"{'href': None, 'total': 11589086}"
255,67,Walker Hayes,"['contemporary country', 'country', 'country road', 'modern country rock']",7sKxqpSqbIzphAKAhrqvlf,"{'href': None, 'total': 514915}"
256,71,Eyedress,['noise pop'],3XxNRirzbjfLdDli06zMaB,"{'href': None, 'total': 859404}"
257,74,Julia Michaels,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0ZED1XzwlLHW4ZaG4lOT6m,"{'href': None, 'total': 4527874}"
258,82,Manuel Turizo,"['colombian pop', 'latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",0tmwSHipWxN12fsoLcFU3B,"{'href': None, 'total': 10129441}"
259,70,Hollywood Undead,"['alternative metal', 'modern rock', 'nu metal', 'rap metal', 'rap rock']",0CEFCo8288kQU7mJi25s6E,"{'href': None, 'total': 2224322}"
260,72,Gwen Stefani,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",4yiQZ8tQPux8cPriYMWUFP,"{'href': None, 'total': 5510252}"
261,66,Russell Dickerson,"['contemporary country', 'country', 'country road', 'modern country rock']",1E2AEtxaFaJtH0lO7kgNKw,"{'href': None, 'total': 393116}"
262,69,PnB Rock,"['melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",21WS9wngs9AqFckK7yYJPM,"{'href': None, 'total': 3417651}"
263,74,LANY,"['la pop', 'pop']",49tQo2QULno7gxHutgccqF,"{'href': None, 'total': 4922444}"
264,69,Aminé,"['hip hop', 'pop', 'portland hip hop', 'rap', 'underground hip hop']",3Gm5F95VdRxW3mqCn8RPBJ,"{'href': None, 'total': 1813650}"
265,75,Prince Royce,"['bachata', 'latin', 'latin hip hop', 'latin pop']",3MHaV05u0io8fQbZ2XPtlC,"{'href': None, 'total': 7168688}"
266,70,Tai Verdes,"['modern indie pop', 'pop rap']",2kCO8LXN1usaOPL3iEE28I,"{'href': None, 'total': 606443}"
267,72,Los Bukis,"['grupera', 'gruperas inmortales', 'musica mexicana', 'tropical']",16kOCiqZ1auY4sokSeZuKf,"{'href': None, 'total': 2858861}"
268,69,PinkPantheress,['russian plugg'],78rUTD7y6Cy67W1RVzYs7t,"{'href': None, 'total': 1195808}"
269,66,Shoreline Mafia,"['cali rap', 'trap', 'underground hip hop', 'viral rap']",4tYSBptyGeVyZsk8JC4JHZ,"{'href': None, 'total': 1015000}"
270,72,Marvin Gaye,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",3koiLjNrgRTNbOwViDipeA,"{'href': None, 'total': 4696932}"
271,70,Dayglow,"['austindie', 'indie pop', 'modern rock']",6eJa3zG1QZLRB3xgRuyxbm,"{'href': None, 'total': 801094}"
272,67,Money Man,"['memphis hip hop', 'rap', 'southern hip hop', 'trap']",3Rx4PJ7SP6unkOk5elPUK7,"{'href': None, 'total': 457983}"
273,70,Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",1XkoF8ryArs86LZvFOkbyr,"{'href': None, 'total': 3263477}"
274,66,Jake Owen,"['contemporary country', 'country', 'country road', 'modern country rock']",1n2pb9Tsfe4SwAjmUac6YT,"{'href': None, 'total': 1766728}"
275,69,Fetty Wap,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",6PXS4YHDkKvl1wkIl4V8DL,"{'href': None, 'total': 4349698}"
276,76,Alesso,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",4AVFqumd2ogHFlRbKIjp1t,"{'href': None, 'total': 3849304}"
277,69,ZOMBIES – Cast,[],2L7RaHwfVU6ge64IJF8GO5,"{'href': None, 'total': 25345}"
278,77,Plan B,"['latin', 'reggaeton', 'trap latino']",2jSGzJw0ebJLu7OLVSOcBP,"{'href': None, 'total': 2027427}"
279,70,Beach Bunny,"['bubblegrunge', 'chicago indie', 'indie pop']",2vnB6tuQMaQpORiRdvXF9H,"{'href': None, 'total': 988870}"
280,72,Hailee Steinfeld,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",5p7f24Rk5HkUZsaS3BLG5F,"{'href': None, 'total': 7996149}"
281,76,R3HAB,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",6cEuCEZu7PAE9ZSzLLc2oQ,"{'href': None, 'total': 2392116}"
282,71,The Goo Goo Dolls,"['neo mellow', 'permanent wave', 'pop rock']",2sil8z5kiy4r76CRTXxBCA,"{'href': None, 'total': 2304488}"
283,75,Hans Zimmer,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",0YC192cP3KPCRWx8zr8MfZ,"{'href': None, 'total': 3099240}"
284,76,Troye Sivan,"['australian pop', 'dance pop', 'pop', 'uk pop', 'viral pop']",3WGpXCj9YhhfX11TToZcXP,"{'href': None, 'total': 7115173}"
285,75,Jennifer Lopez,"['dance pop', 'pop', 'pop rap', 'urban contemporary']",2DlGxzQSjYe5N6G9nkYghR,"{'href': None, 'total': 12263108}"
286,72,JVKE,['modern indie pop'],164Uj4eKjl6zTBKfJLFKKK,"{'href': None, 'total': 414229}"
287,74,Backstreet Boys,"['boy band', 'dance pop']",5rSXSAkZ67PYJSvpUpkOr7,"{'href': None, 'total': 4686240}"
288,76,Natanael Cano,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",0elWFr7TW8piilVRYJUe4P,"{'href': None, 'total': 4547512}"
289,66,E-40,"['cali rap', 'gangster rap', 'hip hop', 'hyphy', 'oakland hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'west coast rap']",3crnzLy8R4lVwaigKEOz7V,"{'href': None, 'total': 773090}"
290,66,Harry Fraud,[],37ASGd4rWpHjuVonnYAN6S,"{'href': None, 'total': 34864}"
291,67,Flo Milli,"['dance pop', 'pop', 'viral rap']",08PvCOlef4xdOr20jFSTPd,"{'href': None, 'total': 483977}"
292,74,The Police,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",5NGO30tJxFlKixkPSgXcFE,"{'href': None, 'total': 5088148}"
293,70,The Black Keys,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",7mnBLXK823vNxN3UWB7Gfz,"{'href': None, 'total': 3741697}"
294,69,All Time Low,"['modern rock', 'pop punk', 'rock']",46gyXjRIvN1NL1eCB8GBxo,"{'href': None, 'total': 2835038}"
295,71,Powfu,['sad rap'],6bmlMHgSheBauioMgKv2tn,"{'href': None, 'total': 1096713}"
296,67,Nipsey Hussle,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0EeQBlQJFiAfJeVN2vT9s0,"{'href': None, 'total': 2849073}"
297,64,"Hank Williams, Jr.","['country', 'country road', 'country rock', 'outlaw country']",2dyeCWctcFRt3Pha76ONgb,"{'href': None, 'total': 1324794}"
298,66,Bryce Vine,"['electropop', 'pop', 'pop rap']",1ShZZUjkbXCjhwrb18BA8I,"{'href': None, 'total': 463574}"
299,66,Destroy Lonely,"['pluggnb', 'underground hip hop', 'vapor trap']",1HPW4jeRjXBFRoUnSvBzoD,"{'href': None, 'total': 102650}"
300,70,Dolly Parton,"['classic country pop', 'country', 'country dawn']",32vWCbZh0xZ4o9gkz4PsEU,"{'href': None, 'total': 1875569}"
301,70,Noah Cyrus,"['dance pop', 'pop']",55fhWPvDiMpLnE4ZzNXZyW,"{'href': None, 'total': 1015092}"
302,73,The Cure,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",7bu3H8JO7d0UbMoVzbo70s,"{'href': None, 'total': 3907338}"
303,69,Lil Tracy,"['dark trap', 'emo rap', 'melodic rap', 'underground hip hop', 'vapor trap']",5g63iWaMJ2UrkZMkCC8dMi,"{'href': None, 'total': 602389}"
304,76,Maná,"['latin', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']",7okwEbXzyT2VffBmyQBWLz,"{'href': None, 'total': 8402415}"
305,69,Def Leppard,"['album rock', 'hard rock', 'nwobhm', 'rock']",6H1RjVyNruCmrBEWRbD0VZ,"{'href': None, 'total': 3946487}"
306,66,SleazyWorld Go,[],7FOQfJbC3e4GNoheojERnF,"{'href': None, 'total': 65190}"
307,65,CMG The Label,[],3rO1KMi81CCLjSjkImNtrA,"{'href': None, 'total': 4037}"
308,79,Lenny Tavárez,"['latin', 'reggaeton', 'reggaeton flow', 'trap argentino', 'trap latino']",1pQWsZQehhS4wavwh7Fnxd,"{'href': None, 'total': 1917181}"
309,70,Oliver Tree,['alternative hip hop'],6TLwD7HPWuiOzvXEa3oCNe,"{'href': None, 'total': 1922172}"
310,76,Wisin,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",3E6xrwgnVfYCrCs0ePERDz,"{'href': None, 'total': 8070767}"
311,76,Natti Natasha,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'trap latino']",1GDbiv3spRmZ1XdM1jQbT7,"{'href': None, 'total': 8253222}"
312,75,Tony Dize,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",3LKXWvXFWrkwUzJWxzwVpW,"{'href': None, 'total': 3027767}"
313,75,ZAYN,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",5ZsFI1h6hIdQRw2ti0hz81,"{'href': None, 'total': 21197349}"
314,75,Los Ángeles Azules,"['gruperas inmortales', 'musica mexicana', 'nu-cumbia', 'tropical']",0ZCO8oVkMj897cKgFH7fRW,"{'href': None, 'total': 6147155}"
315,66,Isaiah Rashad,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']",6aaMZ3fcfLv4tEbmY7bjRM,"{'href': None, 'total': 1181054}"
316,75,NIKI,"['indonesian r&b', 'pop']",2kxP07DLgs4xlWz8YHlvfh,"{'href': None, 'total': 1800481}"
317,67,Earl Sweatshirt,"['alternative hip hop', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop']",3A5tHz1SfngyOZM2gItYKu,"{'href': None, 'total': 1850926}"
318,66,The Backseat Lovers,"['modern rock', 'slc indie']",6p2HnfM955TI1bX34dkLnI,"{'href': None, 'total': 280672}"
319,71,Flume,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",6nxWCVXbOlEVRexSbLsTer,"{'href': None, 'total': 2306557}"
320,67,Cordae,"['dmv rap', 'hip hop', 'rap', 'trap', 'underground hip hop']",0huGjMyP507tBCARyzSkrv,"{'href': None, 'total': 1803005}"
321,69,Ashnikko,"['dance pop', 'electropop', 'escape room', 'pop']",3PyJHH2wyfQK3WZrk9rpmP,"{'href': None, 'total': 1784833}"
322,66,Tay-K,"['cali rap', 'dfw rap', 'rap', 'trap', 'vapor trap', 'viral rap']",2ODbg2404zUzTi02qIPEjB,"{'href': None, 'total': 2947688}"
323,67,Omar Apollo,"['bedroom pop', 'bedroom soul', 'pop', 'r&b']",5FxD8fkQZ6KcsSYupDVoSO,"{'href': None, 'total': 532703}"
324,70,Ashanti,"['dance pop', 'hip hop', 'hip pop', 'r&b', 'urban contemporary']",5rkVyNGXEgeUqKkB5ccK83,"{'href': None, 'total': 2495278}"
325,69,Soulja Boy,"['atl hip hop', 'chicago bop', 'dance pop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",6GMYJwaziB4ekv1Y6wCDWS,"{'href': None, 'total': 1581319}"
326,63,Mike Sherm,"['cali rap', 'viral rap']",3tqosLbNFNekyZyO2KJ6qd,"{'href': None, 'total': 276809}"
327,68,Ciara,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",2NdeV5rLm47xAvogXrYhJX,"{'href': None, 'total': 5812784}"
328,73,Disclosure,"['edm', 'house', 'pop', 'uk dance']",6nS5roXSAGhTGr34W6n7Et,"{'href': None, 'total': 2057229}"
329,69,DMX,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",1HwM5zlC5qNWhJtM00yXzG,"{'href': None, 'total': 3652445}"
330,68,DannyLux,"['corridos tumbados', 'nueva musica mexicana']",6ElqtIfQsAkEYypgfJIjeK,"{'href': None, 'total': 451713}"
331,65,Dylan Scott,"['contemporary country', 'country', 'country road']",78YqeIji3mgAS2K1Maca6x,"{'href': None, 'total': 1225087}"
332,65,Mt. Joy,"['indie folk', 'modern rock', 'stomp and holler']",69tiO1fG8VWduDl3ji2qhI,"{'href': None, 'total': 301758}"
333,76,Martin Garrix,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",60d24wfXkVzDSfLS6hyCjZ,"{'href': None, 'total': 15625325}"
334,68,iamjakehill,"['emo rap', 'pop rap', 'sad rap']",26JloX1vHxGGrGUVeMItFJ,"{'href': None, 'total': 465081}"
335,66,Waylon Jennings,"['country', 'country rock', 'outlaw country', 'texas country']",7wCjDgV6nqBsHguQXPAaIM,"{'href': None, 'total': 1176231}"
336,68,BROCKHAMPTON,"['boy band', 'hip hop', 'rap']",1Bl6wpkWCQ4KVgnASpvzzA,"{'href': None, 'total': 2022701}"
337,68,Idina Menzel,"['hollywood', 'show tunes']",73Np75Wv2tju61Eo9Zw4IR,"{'href': None, 'total': 397222}"
338,76,Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",2uFUBdaVGtyMqckSeCl0Qj,"{'href': None, 'total': 2822728}"
339,68,Lucky Daye,"['pop', 'r&b']",5Vuvs6Py2JRU7WiFDVsI7J,"{'href': None, 'total': 432172}"
340,72,Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",7y97mc3bZRFXzT2szRM4L4,"{'href': None, 'total': 2831818}"
341,65,Mitchell Tenpenny,"['contemporary country', 'heartland rock']",1p6CdzJRoicjRcSdWoB9Qc,"{'href': None, 'total': 336650}"
342,74,Arcane,[],57nPqD7z62gDdq37US9XJR,"{'href': None, 'total': 134597}"
343,74,Nio Garcia,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",5hdhHgpxyniooUiQVaPxQ0,"{'href': None, 'total': 3567990}"
344,67,Jamie Foxx,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",7LnaAXbDVIL75IVPnndf7w,"{'href': None, 'total': 1001129}"
345,64,ERNEST,['contemporary country'],4GGfAshSkqoxpZdoaHm7ky,"{'href': None, 'total': 43676}"
346,66,Bas,"['hip hop', 'queens hip hop', 'rap', 'southern hip hop', 'sudanese hip hop', 'sudanese pop', 'trap', 'underground hip hop']",70gP6Ry4Uo0Yx6uzPIdaiJ,"{'href': None, 'total': 465977}"
347,67,Rich The Kid,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap', 'viral rap']",1pPmIToKXyGdsCF6LmqLmI,"{'href': None, 'total': 2899596}"
348,73,KISS,"['album rock', 'glam rock', 'hard rock', 'metal', 'rock']",07XSN3sPlIlB2L2XNcTwJw,"{'href': None, 'total': 7595936}"
349,64,Dave Matthews Band,"['jam band', 'pop rock']",2TI7qyDE0QfyOlnbtfDo7L,"{'href': None, 'total': 1750585}"
350,69,Tinashe,"['alternative r&b', 'dance pop', 'electropop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'uk pop', 'urban contemporary']",0NIIxcxNHmOoyBx03SfTCD,"{'href': None, 'total': 2438011}"
351,78,Måneskin,"['indie rock italiano', 'italian pop']",0lAWpj5szCSwM4rUMHYmrr,"{'href': None, 'total': 6390617}"
352,66,Djo,['psychedelic pop'],5p9HO3XC5P3BLxJs5Mtrhm,"{'href': None, 'total': 527564}"
353,69,KAYTRANADA,"['escape room', 'lgbtq+ hip hop']",6qgnBH6iDM91ipVXv28OMu,"{'href': None, 'total': 1056652}"
354,71,Banda El Recodo,"['banda', 'musica mexicana', 'ranchera']",6AcOTCYBMvjKYy4zms0kaC,"{'href': None, 'total': 3093171}"
355,70,Bill Withers,"['funk', 'quiet storm', 'soul']",1ThoqLcyIYvZn7iWbj8fsj,"{'href': None, 'total': 1360048}"
356,70,X Ambassadors,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",3NPpFNZtSTHheNBaWC82rB,"{'href': None, 'total': 2736943}"
357,67,Chalino Sanchez,"['corridos clasicos', 'musica mexicana', 'norteno']",7u9m43vPVTERaALXXOzrRq,"{'href': None, 'total': 2044901}"
358,69,Olivia O'Brien,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",1QRj3hoop9Mv5VvHQkwPEp,"{'href': None, 'total': 1985034}"
359,69,Surf Curse,"['dreamo', 'indie surf', 'modern rock', 'surf punk', 'vegas indie']",1gl0S9pS0Zw0qfa14rDD3D,"{'href': None, 'total': 783779}"
360,78,Reik,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",0vR2qb8m9WHeZ5ByCbimq2,"{'href': None, 'total': 7504078}"
361,73,La Adictiva Banda San José de Mesillas,"['banda', 'musica mexicana', 'nueva musica mexicana', 'ranchera']",49EE6lVLgU8sp7dFgPshgM,"{'href': None, 'total': 4272786}"
362,69,Fergie,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']",3r17AfJCCUqC9Lf0OAc73G,"{'href': None, 'total': 5120086}"
363,69,Hillsong UNITED,"['ccm', 'christian alternative rock', 'christian music', 'worship']",74cb3MG0x0BOnYNW1uXYnM,"{'href': None, 'total': 3489872}"
364,69,John Williams,"['orchestral soundtrack', 'soundtrack']",3dRfiJ2650SZu6GbydcHNb,"{'href': None, 'total': 1152654}"
365,71,The Doors,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']",22WZ7M8sxp5THdruNY3gXt,"{'href': None, 'total': 6831218}"
366,65,Waka Flocka Flame,"['atl hip hop', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",6f4XkbvYlXMH0QgVRzW0sM,"{'href': None, 'total': 2492724}"
367,73,Benson Boone,['pop'],22wbnEMDvgVIAGdFeek6ET,"{'href': None, 'total': 407873}"
368,68,FLETCHER,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",5qa31A9HySw3T7MKWI9bGg,"{'href': None, 'total': 664395}"
369,65,Yelawolf,"['alabama rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",68DWke2VjdDmA75aJX5C57,"{'href': None, 'total': 2057837}"
370,75,PNAU,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop']",6n28c9qs9hNGriNa72b26u,"{'href': None, 'total': 189304}"
371,65,Louis The Child,"['edm', 'electro house', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']",7wg1qvie3KqDNQbAkTdbX0,"{'href': None, 'total': 446001}"
372,71,Madison Beer,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",2kRfqPViCqYdSGhYSM9R0Q,"{'href': None, 'total': 5369568}"
373,74,Major Lazer,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",738wLrAtLtCtFOLvQBXOXp,"{'href': None, 'total': 6308759}"
374,73,Steve Aoki,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']",77AiFEVeAVj2ORpC85QVJs,"{'href': None, 'total': 3690642}"
375,79,Central Cee,['drill brasileiro'],5H4yInM5zmHqpKIoMNAx4r,"{'href': None, 'total': 1448419}"
376,70,Zendaya,"['dance pop', 'pop', 'post-teen pop']",6sCbFbEjbYepqswM1vWjjs,"{'href': None, 'total': 3398773}"
377,70,Destiny's Child,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']",1Y8cdNmUJH7yBTd9yOvr5i,"{'href': None, 'total': 5757069}"
378,70,Simon & Garfunkel,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",70cRZdQywnSFp9pnc2WTCE,"{'href': None, 'total': 4211714}"
379,67,Current Joys,"['indie pop', 'lo-fi indie', 'modern rock']",0m5FakHKCQdA7UN0PIzMcL,"{'href': None, 'total': 775237}"
380,66,Lizzy McAlpine,"['boston folk', 'indie pop', 'pop']",1GmsPCcpKgF9OhlNXjOsbS,"{'href': None, 'total': 276059}"
381,65,Aaron May,"['hip hop', 'rap']",2rwALQ1SXdfUWPUd6WOfYS,"{'href': None, 'total': 235213}"
382,72,Jason Mraz,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",4phGZZrJZRo4ElhRtViYdl,"{'href': None, 'total': 6776059}"
383,66,The Doobie Brothers,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",39T6qqI0jDtSWWioX8eGJz,"{'href': None, 'total': 2019277}"
384,66,Rush,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",2Hkut4rAAyrQxRdof7FVJq,"{'href': None, 'total': 1938143}"
385,74,Yandel,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",0eHQ9o50hj6ZDNBt6Ys1sD,"{'href': None, 'total': 6135170}"
386,67,Ratatat,"['alternative dance', 'indietronica', 'new rave']",57dN52uHvrHOxijzpIgu3E,"{'href': None, 'total': 576864}"
387,67,BØRNS,"['modern rock', 'pop']",1KP6TWI40m7p3QBTU6u2xo,"{'href': None, 'total': 1104668}"
388,69,Jaden,"['hip hop', 'pop', 'rap']",0xOeVMOz2fVg5BJY3N6akT,"{'href': None, 'total': 1817467}"
389,71,London Symphony Orchestra,"['british orchestra', 'classical performance', 'orchestra']",5yxyJsFanEAuwSM5kOuZKc,"{'href': None, 'total': 252569}"
390,74,DJ Luian,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",64aJYyrXljOodnUG6jvhRD,"{'href': None, 'total': 1588477}"
391,71,Glee Cast,"['glee club', 'hollywood', 'post-teen pop']",0SCbttzoZTnLFebDYmAWCm,"{'href': None, 'total': 1487214}"
392,62,BabyTron,"['detroit hip hop', 'scam rap', 'vapor trap']",0sKsReKseslDlhxmbN6wLk,"{'href': None, 'total': 105245}"
393,66,Matchbox Twenty,"['neo mellow', 'pop rock', 'post-grunge']",3Ngh2zDBRPEriyxQDAMKd1,"{'href': None, 'total': 2173553}"
394,69,Owl City,"['indietronica', 'pop rock']",07QEuhtrNmmZ0zEcqE9SF6,"{'href': None, 'total': 2256015}"
395,70,Max Richter,"['compositional ambient', 'post-minimalism']",2VZNmg4vCnew4Pavo8zDdW,"{'href': None, 'total': 804916}"
396,63,JayDaYoungan,"['melodic rap', 'southern hip hop', 'trap']",0E3pLs4jXz9tDQGY8m1A1d,"{'href': None, 'total': 1120760}"
397,73,NewJeans,[],6HvZYsbFfjnjFrWF950C9d,"{'href': None, 'total': 400706}"
398,63,Rebelution,['reggae rock'],2WjvvwAX0mdWwq3aFuUdtc,"{'href': None, 'total': 749121}"
399,75,Elley Duhé,"['alt z', 'pop']",67MNhiAICFY6Pwc2YxCO0K,"{'href': None, 'total': 303516}"
400,67,Darius Rucker,"['black americana', 'contemporary country', 'country', 'country road']",7FY5V3XMwlNBPitEjXowHQ,"{'href': None, 'total': 2276540}"
401,74,dazy,[],38PzLQE4GW8o7A18oGhi0x,"{'href': None, 'total': 4216}"
402,73,Dove Cameron,"['pop', 'post-teen pop']",2W8yFh0Ga6Yf3jiayVxwkE,"{'href': None, 'total': 3673558}"
403,68,Dreamville,"['hip hop', 'rap']",1iNqsUDUraNWrj00bqssQG,"{'href': None, 'total': 453379}"
407,81,Mora,"['reggaeton', 'trap latino']",0Q8NcsJwoCbZOHHW63su5S,"{'href': None, 'total': 666186}"
408,67,Tee Grizzley,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6AUl0ykLLpvTktob97x9hO,"{'href': None, 'total': 2996211}"
410,66,Brantley Gilbert,"['contemporary country', 'country', 'country road', 'modern country rock']",5q8HGNo0BjLWaTAhRtbwxa,"{'href': None, 'total': 2642322}"
412,72,Diddy,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']",59wfkuBoNyhDMQGCljbUbA,"{'href': None, 'total': 1351349}"
414,70,Jay Rock,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",28ExwzUQsvgJooOI0X1mr3,"{'href': None, 'total': 1296472}"
415,73,Tears For Fears,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']",4bthk9UfsYUYdcFyqxmSUU,"{'href': None, 'total': 2506521}"
417,75,Bee Gees,"['disco', 'mellow gold', 'soft rock']",1LZEQNv7sE11VDY3SdxQeN,"{'href': None, 'total': 5965128}"
420,74,Pearl Jam,"['alternative rock', 'grunge', 'permanent wave', 'rock']",1w5Kfo2jwwIPruYS2UWh56,"{'href': None, 'total': 7690848}"
421,69,Leslie Odom Jr.,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",3cR4rhS2hBWqI7rJEBacvN,"{'href': None, 'total': 212897}"
423,71,Rage Against The Machine,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']",2d0hyoQ5ynDBnkvAbJKORj,"{'href': None, 'total': 5041700}"
426,73,keshi,"['chill r&b', 'pop']",3pc0bOVB5whxmD50W79wwO,"{'href': None, 'total': 1829790}"
427,80,Camilo,"['colombian pop', 'latin pop', 'reggaeton colombiano']",28gNT5KBp7IjEOQoevXf9N,"{'href': None, 'total': 16158514}"
